Assunto,Tipo de pedido,Detalhamento
"solicitando a regularização de sinalização para vaga de estacionamento reservada para pessoas com deficiência, em frente à Igreja de Cristo Jesus",IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
"solicitando o serviço de implantação de calçadas na Avenida Japão, número 3453.",IMPLANTAÇÃO,Implantação de Guias/sarjetas - SMUZ
"solicitando a poda de árvore situada na Avenida Santa Catarina, em frente ao número 6, Bairro – Chácara Guanabara.",SERVIÇO,Poda de Árvore - SMAPA
"solicitando o serviço de tapa buraco na Rua Felisberto Monteiro, número 42, Bairro – Vila Cecília.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a roçagem da vegetação alta na Avenida Japão, número 3453.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o serviço de tapa buraco e reconstrução de lombada na Avenida Cardoso de Siqueira, em frente ao número 2723.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o tapa buraco e cascalhamento no final da Rua Avelino Faria de Souza Franco, iniciando no número 1683 até o número 113.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
solicitando a prorrogação do prazo de intimação número 16654.,VISTORIA,Outros
"solicitando a manutenção das quadras próximo ao Residencial Esmeraldas, na Avenida Ezelino da Cunha Glória, número 415, Bairro – Jardim Marica.",SERVIÇO,Manutenção Quadras/Campos - SMEL
"solicitando a limpeza do rio situado na Avenida Francisco Rodrigues Filho, Bairro – Botujuru.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza da via, Rua Vereador Jair Salvarani, em frente ao número 317, Bairro – Vila Oliveira.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o asfaltamento por toda a extensão da Rua General Osório, Bairro – César de Souza.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a roçagem do mato por toda a extensão da Estrada Antiga Imperial, Bairro – Vila São Paulo.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o cascalhamento e nivelamento da Rua Christovam Colombo, número 382, Bairro – Vila São Paulo.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a limpeza das vias próximo à Rua Thomaz Domingues, Bairro – Alto Ipiranga.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza das vias próximo à Rua Antônio Carlos Lima Castro, entre os números 206-218, Bairro – Alto Ipiranga.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza de via, Rua Francisco Rodrigues Passos, Bairro – Alto Ipiranga.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a manutenção da iluminação pública na Rua Mário Amabis, do número 63 até o dia 116, Bairro – São Sebastião.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicitando o serviço de tapa buraco na Avenida Japão, próximo à Rua da Sabesp, ou Avenida Gutemberg de Freitas, Bairro – Santo Ângelo.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a manutenção do acostamento e da via situada na Avenida Japão, próximo à Rua da Sabesp ou Avenida Gutemberg de Freitas, Bairro – Santo Ângelo.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a limpeza das bocas de lobo situadas no final da Rua Senday, Bairro – Jardim Náutico.",SERVIÇO,Manutenção Drenagem - SMSUZ
"solicitando a instalação de uma lombada na Avenida Francisco Assis de Monteiro Castro, próximo à Rua José Urbano Sanches, ao condomínio Hills, Bairro – Vila Oliveira.",IMPLANTAÇÃO,Implantação de Lombada - SMMT
"solicitando a roçagem de mato no Complexo Esportivo da Vila Ressaca, situado na Rua Antônio Barbosa, número 92, Bairro – Vila Ressaca.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a manutenção do Complexo Esportivo da Vila Ressaca, na Rua Antônio Barbosa, número 92, Bairro – São João.",SERVIÇO,Manutenção Quadras/Campos - SMEL
"solicitando a limpeza por toda a extensão da Rua Valmet, Bairro – Brás Cubas.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza e poda do mato no terreno situado na Rua Carolina Perna Andreozzi, ao lado do número 108, Bairro – Vila da Prata.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a instalação de uma lombada na Rua Rodesia, perto do número 428, Bairro – Jardim Santos Dumont II.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicitando a roçagem, limpeza, implantação de sinalização viária e o ordenamento de trânsito, por toda a Estrada do Beija Flor.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o reforço de policiamento, monitoramento e o planejamento de operações especificas, no Córrego dos Canudos , Bairro – Brás Cubas.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Fiscalização para coibir atividades ilícitas, melhorias estruturais, revitalização do campo de Futebol Arena Água Verde e promoção de eventos esportivos e culturais –Jd Camila.",SERVIÇO,Manutenção Quadras/Campos - SMEL
solicitando o nivelamento e cascalhamento da Estrada da Moralogia.,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a roçagem no campo de futebol situado na Avenida Santa Catarina, Bairro – Chácara Guanabara.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitoo reforço na fiscalização para coibir atividades ilícitas, realização de melhorias estruturais, revitalização do campo de Futebol Arena Água Verde, bem como, promoção de eventos esportivos e culturais – Jardim Camila.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"solicitando a intensificação de placas, sinalização de solo e semafórica, na confluência da Avenida Brasil com a Rua Doutor Deodato Wertheimer.",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
solicitando o estudo para construção de uma creche no distrito de Quatinga.,IMPLANTAÇÃO,Implantação de Unidade Escolar
solicitando o término da construção no Centro Esportivo do Quatinga.,SERVIÇO,Manutenção Quadras/Campos - SMEL
"solicitando a implantação de vaga para cadeirantes na Rua Alberto García, número 35 - Shangai.",IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
"solicitando a implantação de redutor de velocidade no cruzamento da Rua Doutor Deodato Wertheimer com a Rua Júlio Aragão, Bairro – Brás Cubas.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"solicitando a implantação de lombofaixa na Avenida São Paulo, altura do número 90, Bairro – Socorro",IMPLANTAÇÃO,Implantação de Faixa de Pedestres - SMMT
"solicitando a limpeza e roçagem por toda extensão da Rua Francisco Ruiz, a partir do Conjunto São Sebastião até a Vila Moraes.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando o tapa buraco na Rua Gago Coutinho, Bairro – Jardim Aeroporto III.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o tapa buraco na Avenida Pedro Machado com a Rua Professor Antônio Martins Coelho, Bairro – Parque Santana.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando o nivelamento, cascalhamento ou pavimentação na Rua Paulo Roberto Gonçalves, Rua Lourenço Berti e Rua Felício Camargo, Bairro – Jardim Ponte Grande.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a limpeza e roçagem da praça de esportes situada na Rua do Bosque, Bairro – Conjunto do Bosque.",SERVIÇO,Manutenção Praça/Parques - SMSUZ
solicitando a troca das lâmpadas dos refletores na praça de esportes situada na Rua do Bosque – Conjunto do Bosque,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicitando a manutenção da tampa do bueiro situado na Rua José Miguel, em frente ao número 130, Bairro – Vila Bernadotti.",SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
"solicitando a limpeza e roçagem na área pública que se encontra entre as Ruas Edison Vieira Brandão e a Rua Bendito Soares Ramos, Bairro – Jardim Paraíso.",SERVIÇO,Limpeza Pública - SMSUZ
Limpeza e roçagem das vielas entre as Ruas Geraldo Magela de Campos e a Rua Francisco Rabassa e Ruas Geraldo Magela de Campos e a Rua Ruth Salgado – Jd Paraíso.,SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a manutenção dos aparelhos para exercício físico ATI, situados na Rua Luiz João Bourg, Bairro – Jardim Camila.",SERVIÇO,Manutenção Academia da Terceira Idade - SMEL
"solicitando a melhoria no Parque da Cidade, situado na Rua Jardelina de Almeida Lopes, número 451, Bairro – Parque Santana.",SERVIÇO,Manutenção Praça/Parques - SMSUZ
"solicitando o serviço de tapa buraco na Rua Maria Piedade da Silva, Bairro – Vila Caputera.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a capinação e limpeza por toda a extensão da Rua Maria Piedade da Silva, Bairro – Vila Caputera.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a capinação e limpeza por toda a extensão da Rua João Gianese, Bairro – Conjunto Residencial Bovolenta.",SERVIÇO,Limpeza Pública - SMSUZ
"Notificar proprietário do terreno situado na Rua João Gianese, ao lado do número 266 – ConL Residencial Bovolenta, seja notificado para providenciar a limpeza e capinação do local",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicitando a limpeza e a capinação de terreno, situado na Rua Tenente Onofre Rodrigues de Aguiar, número 740, Bairro – Vila Industrial.",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicitando a capinação e limpeza por toda a extenso da Rua Rosa Lins de Albuquerque, Bairro – Vila Reis",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a capinação e limpeza da faixa sanitária entre a Rua Rosa Lins de Albuquerque e Rua Aristides Germano Montaglini, Bairro – Vila Reis.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a revitalização do piso da faixa sanitária, situada na Rua Aristides Germano Montaglini, ao lado do número 540, Bairro – Vila Reis",SERVIÇO,Manutenção Praça/Parques - SMSUZ
"solicitando a limpeza e capinação nas vielas das Ruas Túlio Bovolenta, Victor Carrieri, José Carrieri e Argentina Gonçalves Montaglini – Conjunto Residencial Bovolenta.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a capinação e limpeza nas Ruas Túlio Bovolenta, Victor Carrieri, José Carrieri e Argentina Gonçalves Montaglini, Bairro – Conjunto Residencial Bovolenta",SERVIÇO,Limpeza Pública - SMSUZ
"Implantação de sinalização de proibido estacionar caminhões, na Rua Araripe Junior, trecho entre as Ruas Ronald de Carvalho e Rua Pandia Calogeras – Vila Suissa",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"solicitando a instalação de câmeras de monitoramento ou totem de segurança na Rua Ricardo Vilela, em frente ao número 1200 – Centro",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"solicitando o serviço de tapa buraco na Rua Monte Gollan, Bairro – Parque Morumbi.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Notificar o proprietário do terreno situado na Rua Senhor do Bonfim, em frente à Escola Kaoru Hiramatsu – Jardim Rodeio, para providenciar a limpeza do local.",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicitando a retirada de lixo do terreno situado na Travessa Maria do Carmo Bernardina da Silva, número 45, Bairro – Jardim Nova União.",VISTORIA,Manutenção em Terreno particular - SMSEG
solicitando a limpeza e roçagem por toda a extensão do Bairro – Conjunto Primavera,SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a retirada urgente da árvore no imóvel situado na Rua Virgina Albarque, casa número 08, Bairro – Taiaçupeba",SERVIÇO,Poda de Árvore - SMAPA
"solicitando a roçagem e limpeza das guias por toda a extensão da Avenida Minas Gerais, Bairro – Chácara Guanabara.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a poda da árvore na E.M Cenira de Araújo Pereira, situada na Rua São Paulo, número 250, Bairro – Chácara Guanabara",SERVIÇO,Poda de Árvore - SMAPA
"solicitando o serviço de tapa buraco na Avenida Minas Gerais, altura do número 6 e no entroncamento com a Avenida Santa Catarina, Bairro – Chácara Guanabara",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicito serviço de tapa buraco na Avenida Pedro Machado com a Rua Professor Antônio Martins Coelho, Bairro – Parque Santana.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicito manutenção dos aparelhos para exercício físico ATI, situados na Rua Luiz João Bourg, Bairro – Jardim Camila.",SERVIÇO,Manutenção Academia da Terceira Idade - SMEL
"solicito notificar o proprietário do terreno situado na Rua João Gianese, ao lado do número 266, Bairro – Conjunto Residencial Bovolenta, para realizar a capinação e limpeza do local.",VISTORIA,Manutenção em Terreno particular - SMSEG
solicito a limpeza e roçagem por toda a extensão do Bairro Conjunto Primavera.,SERVIÇO,Limpeza Pública - SMSUZ
"solicito o serviço de tapa buraco na Avenida Minas Gerais, altura do número 6 e no entroncamento com a Avenida Santa Catarina, Bairro – Chácara Guanabara.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a roçagem, limpeza, e desassoreamento do córrego situado no cruzamento entre as Estradas Akiji Kakeya e Hachiro Nishie, Bairro – Porteira Preta.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza, roçagem e a manutenção no ponto de ônibus situado entre as Ruas Barra Velha e Betim, Bairro – Jardim Piatã II.",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
solicitando a dedetização e pulverização no Bairro Jardim Piatã II.,SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza e roçagem na escadaria da Rua Bragança Paulista, ao lado do numeral 34, Bairro – Jardim Piatã II.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a poda dos galho das árvores situadas na extensão da Estrada Municipal Shohei Inui, Bairro – Vila Moraes.",SERVIÇO,Poda de Árvore - SMAPA
"solicitando a limpeza, roçagem e desassoreamento do córrego situado no início da Estrada da Esmeralda – Conjunto Santo Ângelo.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza de roçagem, manutenção com máquina motoniveladora e cascalhamento, por toda a extensão da Estrada da Esmeralda, Bairro – Santo Ângelo.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a identificação e notificação ao proprietário do terreno situado na Rua Santos, de frente ao número 55, Bairro – Jardim Piatã II.",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicitando a revitalização da valeta na Rua Santos, altura do número 241, Bairro – Jardim Piatã A.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicitando a roçagem e limpeza de mato na Rua Um, número 185, Bairro – Conjunto Habitacional Toyama",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a roçagem e limpeza de mato, na Rua Um, número 707, Bairro – Conjunto Habitacional Toyama",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a manutenção e reforma da praça situada na Rua Um, número 283, Bairro – Conjunto Habitacional Toyama.",SERVIÇO,Manutenção Praça/Parques - SMSUZ
"solicitando os serviços de tapa buraco na Rua Aniz Tanuz Resek, altura do número 30, Bairro – Conjunto Residencial Cocuera",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicitando a limpeza e roçagem do terreno situado no cruzamento entre as Ruas Nelson Cruz e José da Silva Leal, Bairro – Parque Santana.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza e roçagem na extensão da Avenida Japão, no trecho compreendido entre o número 4299 e a Rotatória da curva da morte.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando os serviços de roçagem e limpeza de mato na Rua Paulo Augusto Senhorini Júnior, número 111, Bairro – Cidade Jardim.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza e roçagem no trecho compreendido entre as Estradas Sangueta Oda e Akiji Kakeya, Bairro – Porteira Preta.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a limpeza e roçagem na Rua Júlio Perotti, entre o Ecoponto e o Campo Paulistinha, Bairro – Jardim Armênia",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando os serviços de roçagem, retirada de entulho e limpeza de mato nas sarjetas e calçadas, por toda a extensão da Rua Santa Ursula, Bairro – Jardim Universo.",SERVIÇO,Limpeza Pública - SMSUZ
"solicitando a identificação e notificação ao proprietário do terreno situado na Rua Barra Velha, de frente ao número 57, Bairro – Jardim Piatã II.",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicitando a instalação de duas proteções nos poste situado na Rua Ernesto Ferreli, altura do número 200, Bairro – Conjunto Habitacional Cocuera.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicitando a roçagem e limpeza do mato na Rua Coronel Cardoso de Siqueira, altura do número 2839, Bairro – Via Oliveira",SERVIÇO,Limpeza Pública - SMSUZ
